
SUBSTR(T.CALLED,1,7)					   COUNT(*)
7901638 							  1
7901641 							  1
7901644 							  1
7901649 							  2
7901651 							  5
7901652 							  2
7901655 							  5

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7901657 							  1
7901660 							  7
7901663 							  1
7901668 							  3
7901671 							  1
7901674 							  1
7901682 							 12
7901689 							  2
7901692 							  1
7901702 							  1
7901706 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7901711 							  1
7901717 							  1
7901724 							  3
7901726 							  2
7901729 							  6
7901730 							  2
7901733 							  2
7901736 							  1
7901738 							 13
7901739 							  1
7901745 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7901753 							  1
7901758 							  1
7901779 							  5
7901780 							  3
7901781 							  1
7901789 							  1
7901790 							  1
7901796 							  4
7901797 							  2
7901799 							  3
7901803 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7901816 							  1
7901818 							  2
7901824 							  1
7901831 							  1
7901839 							  1
7901844 							  1
7901847 							  3
7901854 							  2
7901858 							  2
7901859 							  1
7901860 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7901861 							  1
7901862 							  1
7901863 							  1
7901882 							  1
7901885 							  1
7901886 							  1
7901905 							  1
7901907 							  2
7901916 							  1
7901918 							  2
7901933 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7901935 							 11
7901961 							  1
7901975 							  1
7901976 							  1
7901986 							  1
7901995 							  1
7901997 							  2
7902150 							  2
7902151 							  1
7902153 							  3
7902154 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902165 							  1
7902172 							  1
7902176 							  1
7902182 							  1
7902183 							  1
7902187 							  1
7902188 							  1
7902191 							  3
7902196 							  3
7902197 							  1
7902205 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902212 							  1
7902217 							  2
7902220 							  1
7902223 							  1
7902225 							  2
7902226 							  1
7902227 							  1
7902229 							  2
7902236 							  1
7902244 							  1
7902247 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902250 							  2
7902253 							 10
7902260 							  4
7902261 							  1
7902263 							  3
7902269 							  1
7902275 							  1
7902280 							  3
7902281 							  1
7902282 							  7
7902290 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902307 							  2
7902315 							  5
7902320 							  1
7902323 							  8
7902329 							  3
7902336 							  2
7902341 							  1
7902345 							  4
7902364 							  1
7902366 							  2
7902378 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902389 							  1
7902390 							  2
7902392 							  1
7902403 							  3
7902405 							  2
7902414 							  1
7902417 							  4
7902421 							  1
7902422 							  2
7902434 							  2
7902435 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902437 							  1
7902445 							  1
7902450 							 12
7902456 							  1
7902467 							  1
7902468 							  3
7902469 							  1
7902473 							  1
7902476 							  1
7902481 							  1
7902492 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902495 							  4
7902500 							  1
7902506 							  1
7902531 							  1
7902534 							  1
7902538 							  1
7902539 							  1
7902545 							  5
7902564 							  1
7902578 							  3
7902584 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902588 							  4
7902589 							  2
7902600 							  2
7902601 							  2
7902619 							  1
7902623 							  2
7902633 							  1
7902640 							  1
7902642 							  3
7902648 							  4
7902653 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902658 							  2
7902659 							  1
7902663 							  3
7902674 							  2
7902686 							  2
7902688 							  1
7902691 							  1
7902692 							  2
7902697 							  1
7902705 							  1
7902708 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902717 							  1
7902731 							  1
7902733 							  4
7902735 							  1
7902741 							  1
7902743 							  1
7902748 							  2
7902756 							  3
7902757 							  2
7902771 							  1
7902779 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902791 							  2
7902797 							  2
7902832 							  1
7902842 							  1
7902844 							 23
7902853 							  1
7902861 							  1
7902862 							  6
7902880 							  6
7902889 							  1
7902891 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902903 							  1
7902914 							  2
7902917 							  2
7902923 							  1
7902932 							  1
7902937 							  1
7902957 							  1
7902960 							  1
7902978 							  1
7902981 							  3
7902991 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7902994 							  1
7903155 							  7
7903158 							  3
7903164 							  1
7903182 							  2
7903183 							  1
7903184 							  3
7903203 							  2
7903217 							  1
7903225 							  1
7903248 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7903253 							  1
7903257 							  2
7903270 							  1
7903281 							  1
7903282 							  1
7903297 							  1
7903309 							  1
7903310 							  1
7903323 							  1
7903326 							  1
7903334 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7903335 							 15
7903342 							  3
7903352 							  1
7903360 							  2
7903377 							  2
7903381 							 15
7903383 							  5
7903398 							  3
7903407 							  1
7903410 							  5
7903424 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7903439 							  3
7903448 							  1
7903458 							  2
7903475 							  1
7903486 							  1
7903492 							  2
7903510 							  6
7903523 							  1
7903525 							  3
7903527 							  2
7903533 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7903535 							  1
7903543 							  5
7903545 							  2
7903549 							  3
7903562 							  1
7903581 							  3
7903583 							  8
7903600 							  1
7903605 							  2
7903621 							  1
7903622 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7903635 							  1
7903641 							  1
7903646 							  1
7903650 							  2
7903663 							  5
7903689 							  2
7903711 							  1
7903722 							  3
7903728 							  1
7903731 							  1
7903736 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7903742 							  1
7903747 							  1
7903791 							  1
7903807 							  2
7903819 							  1
7903829 							  1
7903850 							  2
7903853 							  1
7903855 							  1
7903930 							  3
7903939 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7904153 							  2
7904184 							  1
7904204 							  2
7904206 							  4
7904239 							  1
7904242 							  1
7904255 							  1
7904256 							  1
7904280 							  1
7904286 							  5
7904294 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7904297 							  1
7904314 							  2
7904315 							  1
7904322 							  1
7904327 							  3
7904332 							  3
7904334 							  1
7904335 							  1
7904344 							  1
7904351 							  1
7904355 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7904363 							  1
7904378 							  1
7904417 							  2
7904422 							  2
7904423 							  2
7904431 							  1
7904436 							  1
7904442 							  1
7904456 							  1
7904464 							  1
7904472 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7904492 							  1
7906301 							  1
7907701 							  1
7907702 							  1
7909961 							  1
7909970 							  1
7926275 							  1
7960155 							  3
7964790 							  1
8077014 							  1
8082775 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
8087790 							  1
8088888 							  1
8162151 							  1
8168024 							  1
8172530 							  2
8173012 							  2
8177761 							  1
8207701 							  2
8213206 							  7
8214347 							  1
8214552 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
8216278 							  1
8222156 							  1
8223623 							  4
8224304 							  1
8224491 							  1
8224821 							  1
8236428 							  3
8242689 							  1
8256350 							  1
8415852 							  1
8425241 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
8425252 							  2
8425254 							  1
8438643 							  1
846*507 							  1
8465231 							  1
8520770 							  1
8523674 							  1
8525208 							  1
8528528 							  1
8555555 							  1
8555852 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
8562654 							  1
8564238 							  1
8567895 							  1
8569808 							  1
8613857 							  2
8621865 							  1
8643215 							  1
8643253 							  1
8680734 							  1
8687054 							  1
8690821 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
8690977 							  1
8726910 							  1
8801421 							  1
8821621 							  1
8821651 							  1
8821655 							  1
8821666 							  6
8821667 							  1
8821677 							  3
8821690 							  1
8883271 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
8884362 							  1
8888888 							  1
8926596 							  1
9000272 							  1
9001514 							  1
9011515 							  1
9016648 							  2
9017306 							  1
9018955 							  1
9027258 							  1
9027923 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9036497 							  1
9050580 							  2
9053220 							  2
9053224 							  1
9053242 							  1
9053386 							  6
9053636 							  1
9053645 							  1
9053656 							  1
9053672 							  3
9053673 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9053679 							  2
9053686 							  1
9053698 							  8
9053720 							  1
9053723 							  1
9053727 							  7
